PulseID,Date,Number of Pulses,Max Current,Pulse Max Duration,Pulse Total Duration,Notes
a523ebab4a3afa323402d4ee35998c4c,2024-12-16 17:37:42.785095,1,4.7,900,901.0,"80C hold for 15 minutes, RIGHT"
9c6ad3182faada47f7bb83be390bd4bb,2024-12-16 17:41:25.846097,180,4.7,5,1800.0,"80C repeated shots: 5s x 180, LEFT"
444faa896de4e4d4fc830d3861fb250d,2024-12-19 13:38:49.652116,1,4.7,900,901.0,"80C repeated shots: 5s x 180, LEFT"
