[Connect DataFile][1.1]
Date:,02/06/2025
Time:,13:57:40,192
Unit:,C
Resolution:,0,0124812
Values:,22
Time,Hot Spot,ROI,Thermal_Corona,trace tape,detector topleft,detector topright,detector botleft,detector botright,pcb north close,pcb south,chip bottom edge,pcb north far,Detector Area,Deformation,LT,MT,MR,LM,RM,LB,MB,RB,
00:00:00,000,25,6,25,6,31,8,24,6,24,3,24,9,24,6,24,0,24,3,25,1,24,1,24,3,25,8,25,5,24,4,24,3,24,6,24,9,24,6,24,3,24,8,24,9,
00:00:00,012,25,3,25,3,31,9,24,4,24,6,24,6,24,4,24,3,24,4,24,3,24,0,24,1,25,6,25,4,24,8,24,7,24,3,24,6,24,3,24,3,24,1,24,5,
00:00:00,024,25,4,25,4,31,5,24,4,24,2,24,4,24,8,24,8,24,3,24,6,24,2,23,9,25,6,25,3,24,4,25,0,24,5,24,5,24,5,24,4,24,5,25,1,
00:00:00,037,25,4,25,4,31,6,24,4,24,2,24,4,24,4,24,6,24,5,24,4,24,2,24,1,25,8,25,5,24,2,24,6,24,4,24,2,24,7,24,1,24,3,25,2,
00:00:00,049,25,4,25,4,31,6,24,4,24,3,24,3,24,0,24,8,24,1,24,6,24,2,23,9,25,5,25,5,24,1,25,1,24,9,24,7,24,9,24,4,24,4,24,6,
00:00:00,062,25,4,25,4,31,5,24,4,24,0,24,3,24,6,24,4,24,7,24,6,23,7,24,1,25,6,25,4,24,1,24,3,24,8,24,3,24,3,24,1,24,1,24,8,
00:00:00,074,25,4,25,4,31,6,24,5,24,5,24,6,24,6,24,1,24,3,24,8,24,0,24,1,25,7,25,5,24,7,24,3,24,2,24,3,24,6,24,1,24,4,24,7,
00:00:00,087,25,4,25,4,31,7,24,5,24,6,24,9,24,5,24,7,24,1,24,6,24,3,24,2,25,7,25,5,25,1,24,7,24,1,24,6,24,8,24,2,24,6,25,3,
00:00:00,099,25,4,25,4,31,9,24,5,24,7,25,1,24,7,25,1,24,4,24,3,24,1,24,1,25,7,25,5,24,7,24,4,24,7,24,7,24,7,24,2,24,5,24,7,
00:00:00,112,25,4,25,4,31,6,24,5,24,6,24,3,25,0,24,3,24,6,24,3,24,3,23,7,25,8,25,8,24,5,24,2,24,3,24,6,24,6,24,6,24,3,24,4,
00:00:00,124,25,5,25,5,31,7,24,6,24,7,24,6,25,0,24,6,24,5,24,9,24,2,23,9,25,8,25,7,24,5,24,3,24,6,24,7,24,9,24,4,24,2,24,5,
00:00:00,137,25,6,25,6,31,8,24,6,24,7,24,9,24,9,24,9,24,3,25,4,24,1,24,1,25,7,25,6,24,5,24,4,24,8,24,7,25,1,24,1,24,1,24,6,
00:00:00,149,25,6,25,6,31,6,24,6,24,6,24,6,24,9,24,3,24,0,24,9,23,5,24,1,25,7,25,4,24,7,24,5,24,5,24,6,24,7,24,1,24,2,24,7,
00:00:00,162,25,3,25,3,31,7,24,5,24,2,24,8,24,8,24,9,24,8,24,6,24,0,24,4,25,7,25,6,25,0,24,3,24,8,24,4,25,1,24,6,24,8,25,1,
00:00:00,174,25,6,25,6,31,9,24,7,24,6,25,0,24,6,24,6,24,7,24,3,24,3,24,3,25,9,25,6,24,4,24,2,24,6,24,9,25,5,24,5,25,0,24,8,
00:00:00,187,25,4,25,4,31,7,24,6,24,3,24,8,25,2,25,0,24,5,24,6,24,1,24,2,25,9,25,6,24,8,24,5,24,8,25,0,25,4,24,0,25,5,25,3,
00:00:00,199,25,4,25,4,31,9,24,7,24,3,24,6,24,9,24,3,25,1,24,3,24,1,24,3,25,8,25,7,25,1,25,3,23,9,24,5,24,8,24,3,24,9,24,8,
00:00:00,212,25,6,25,6,31,9,24,6,24,6,25,3,24,9,25,0,24,7,24,3,24,3,24,3,25,9,25,9,24,8,24,8,24,6,24,8,24,7,24,8,24,5,25,1,
00:00:00,224,25,5,25,5,32,0,24,6,24,3,24,9,24,7,24,9,24,7,24,4,24,3,24,3,25,9,25,6,24,6,25,3,24,3,25,1,24,6,24,6,25,1,25,4,
00:00:00,237,25,7,25,7,31,9,24,6,24,3,25,1,24,4,24,6,24,6,24,6,24,1,24,3,25,8,25,6,24,6,24,7,24,4,24,4,24,8,24,1,24,4,25,2,
00:00:00,249,25,5,25,5,32,0,24,6,24,4,24,4,24,4,24,4,24,7,24,6,24,5,24,0,25,8,25,6,25,1,24,8,24,5,24,6,24,3,24,4,25,0,24,9,
00:00:00,262,25,6,25,6,32,1,24,7,24,5,24,7,24,4,24,4,24,8,24,6,24,4,24,2,25,9,25,7,24,9,24,6,24,4,24,7,24,7,24,5,25,0,24,9,
00:00:00,274,25,6,25,6,32,1,24,7,24,5,24,9,24,3,24,3,24,9,24,6,24,2,24,4,25,9,25,7,24,6,24,4,24,3,24,8,25,0,24,5,25,0,24,9,
00:00:00,287,25,5,25,5,32,0,24,7,24,7,24,7,24,6,25,4,25,3,25,2,24,2,24,1,25,9,25,7,24,1,24,3,24,5,25,4,24,8,24,3,24,5,25,0,
00:00:00,299,25,7,25,7,31,9,24,7,24,6,25,1,24,7,24,7,24,8,24,8,24,3,24,1,26,1,25,8,24,7,24,6,24,8,24,9,24,8,24,2,24,5,25,5,
00:00:00,312,25,6,25,6,32,0,24,7,24,6,24,3,24,4,24,8,24,9,24,4,24,4,24,3,26,0,25,6,24,1,24,6,24,7,24,6,24,6,24,9,24,6,24,9,
00:00:00,324,25,6,25,6,31,9,24,6,24,9,24,8,25,1,24,8,24,9,24,6,24,1,24,4,25,9,25,6,24,8,24,5,24,5,24,1,24,9,24,1,24,7,25,3,
00:00:00,336,25,4,25,4,32,0,24,6,24,3,24,6,24,6,24,7,24,8,24,3,24,1,24,3,25,8,25,5,24,8,24,8,24,7,24,7,24,6,24,7,24,6,25,0,
00:00:00,349,26,0,26,0,32,1,24,8,25,4,25,1,24,7,25,1,24,3,24,8,24,6,24,5,26,0,25,8,24,8,24,3,25,0,24,7,25,1,24,4,24,8,25,5,
00:00:00,361,25,6,25,6,32,0,24,7,24,8,24,6,24,6,25,2,24,8,24,5,24,4,24,1,25,9,25,6,24,6,25,0,24,9,24,8,24,6,24,3,24,8,25,1,
00:00:00,374,25,6,25,6,32,0,24,7,24,3,25,1,25,0,24,9,24,6,24,7,24,3,24,3,25,9,25,6,24,6,24,6,25,0,24,4,25,4,24,6,24,9,25,0,
00:00:00,386,25,6,25,6,32,0,24,7,24,3,25,1,25,0,24,9,24,6,24,7,24,3,24,3,25,9,25,6,24,6,24,6,25,0,24,4,25,4,24,6,24,9,25,0,
00:00:00,399,25,6,25,6,32,0,24,7,24,3,25,0,25,0,25,0,24,8,24,6,24,5,24,3,26,0,25,7,24,6,25,0,25,0,24,7,24,9,24,3,25,0,24,9,
00:00:00,411,25,5,25,5,32,0,24,7,24,3,25,2,24,8,24,8,24,6,24,3,24,4,24,3,26,0,25,7,24,6,25,1,25,3,24,6,25,0,24,1,25,1,25,1,
00:00:00,424,25,6,25,6,32,0,24,7,24,6,25,2,24,9,24,9,24,8,24,4,24,3,24,2,26,0,25,7,24,8,25,0,25,2,24,8,25,2,24,4,25,0,24,9,
00:00:00,436,25,6,25,6,31,9,24,7,24,8,25,1,25,0,24,9,24,9,24,5,24,2,24,1,25,9,25,6,25,0,24,8,25,1,25,0,25,4,24,7,24,8,24,7,
00:00:00,449,25,6,25,6,32,1,24,7,24,7,25,1,24,4,24,8,24,3,24,8,24,3,24,4,25,9,25,7,24,9,24,4,24,8,25,2,24,7,24,3,24,8,25,1,
00:00:00,461,25,7,25,7,32,0,24,6,24,4,25,3,24,6,24,6,24,8,24,3,23,8,24,3,25,9,25,5,24,5,24,6,24,5,24,8,24,3,24,5,24,6,24,6,
