[Connect DataFile][1.1]
Date:,16/06/2025
Time:,17:26:15,611
Unit:,C
Resolution:,0,0125
Values:,15
Time,Hot Spot,ROI,Thermal_Corona,trace tape,detector topleft,detector topright,detector botleft,detector botright,pcb north close,pcb south,chip bottom edge,pcb north far,Detector Area,Deformation,Area 15,
00:02:00,000,26,9,26,9,31,8,26,1,26,1,26,0,26,3,26,3,25,9,26,6,25,9,25,6,28,6,27,0,28,6,
00:02:00,012,26,9,26,9,32,0,26,1,25,9,26,6,26,1,26,2,25,9,26,1,25,7,25,7,28,5,27,1,28,2,
00:02:00,025,27,1,27,1,32,0,26,0,26,3,25,9,26,1,26,1,26,1,26,8,25,6,25,6,28,3,27,0,28,3,
00:02:00,037,26,9,26,9,32,0,26,1,26,1,25,8,25,9,26,4,25,8,26,4,25,9,25,6,28,4,27,0,28,4,
00:02:00,050,26,8,26,8,31,9,26,0,26,0,26,1,26,0,26,5,25,8,26,1,25,7,25,9,28,3,26,9,28,3,
00:02:00,062,26,9,26,9,31,9,26,2,26,4,25,7,26,9,26,1,26,1,26,6,25,8,25,8,28,6,27,1,28,5,
00:02:00,075,26,9,26,9,32,0,26,1,25,8,25,6,26,2,26,5,25,9,26,1,25,8,25,4,28,5,27,1,28,3,
00:02:00,087,26,7,26,7,31,9,26,1,26,0,25,9,25,9,26,7,25,6,26,4,25,6,25,5,28,4,26,9,28,3,
00:02:00,100,26,8,26,8,32,1,26,1,26,3,26,1,26,0,26,6,25,7,26,1,25,9,25,6,28,5,26,9,28,5,
00:02:00,112,27,0,27,0,31,9,26,1,26,1,26,1,26,6,26,1,26,2,26,4,25,7,25,4,28,4,27,0,28,3,
00:02:00,125,26,9,26,9,31,8,26,0,25,9,25,3,26,0,25,6,25,7,26,8,25,6,25,4,28,4,27,1,28,3,
00:02:00,137,26,8,26,8,31,9,26,0,25,9,25,9,25,9,26,1,26,4,26,6,25,8,25,6,28,5,26,9,28,5,
00:02:00,150,26,8,26,8,32,1,26,0,25,7,25,6,26,1,26,6,25,9,26,2,25,7,25,4,28,6,27,0,28,3,
00:02:00,162,27,1,27,1,32,0,26,2,25,8,25,8,26,3,26,4,26,1,26,1,25,9,26,0,28,6,26,9,28,5,
00:02:00,175,26,9,26,9,31,9,26,0,25,7,25,6,26,1,25,9,25,9,26,4,25,6,25,6,28,5,27,0,28,2,
00:02:00,187,26,7,26,7,32,0,26,1,25,8,25,7,26,4,25,8,25,6,26,2,25,5,25,5,28,3,26,9,28,2,
00:02:00,200,26,9,26,9,31,9,26,1,25,9,25,9,26,3,26,4,25,6,26,5,25,8,25,4,28,2,26,9,28,1,
00:02:00,212,26,7,26,7,32,0,26,0,26,1,25,9,25,6,26,2,25,9,26,5,25,8,25,6,28,4,26,9,28,4,
00:02:00,225,26,9,26,9,31,7,25,9,25,9,25,9,25,8,26,2,25,5,26,0,25,7,25,4,28,2,26,9,28,0,
00:02:00,237,26,7,26,7,31,9,25,9,26,0,25,4,25,9,25,6,25,6,26,1,25,6,25,1,28,1,26,9,28,1,
00:02:00,250,26,7,26,7,32,0,26,0,25,7,26,0,26,0,26,3,26,0,25,9,25,8,25,5,28,2,26,9,28,1,
00:02:00,262,26,7,26,7,31,6,25,9,25,7,25,6,26,3,26,4,25,8,25,9,25,4,25,4,28,3,26,7,28,3,
00:02:00,275,26,6,26,6,31,7,25,9,26,1,25,4,26,3,26,1,25,6,25,9,25,5,25,6,28,3,26,8,28,1,
00:02:00,287,26,9,26,9,31,9,26,0,26,1,25,4,25,9,26,3,25,7,26,2,25,6,25,4,28,3,26,9,27,9,
00:02:00,300,26,6,26,6,31,8,26,0,25,4,25,9,25,9,26,1,25,4,26,5,25,7,25,6,28,6,26,9,28,1,
00:02:00,312,26,9,26,9,31,7,26,0,25,9,25,8,25,6,26,0,25,9,26,2,25,5,25,2,28,3,27,1,28,2,
00:02:00,325,26,9,26,9,32,0,26,0,26,2,25,6,25,9,26,2,25,5,26,4,25,9,25,4,28,6,27,1,28,6,
00:02:00,337,26,8,26,8,31,8,26,0,26,0,25,6,26,1,26,3,25,6,26,7,25,6,25,8,28,3,26,9,28,3,
00:02:00,350,26,9,26,9,32,2,26,0,25,6,26,2,26,4,26,9,25,9,26,6,25,7,25,6,28,6,26,9,28,1,
00:02:00,362,26,9,26,9,31,9,26,0,25,9,25,9,26,2,26,2,26,7,26,4,25,4,25,1,28,3,26,9,28,1,
00:02:00,375,27,1,27,1,32,0,26,1,26,1,25,9,26,2,26,3,26,1,26,1,25,8,25,4,28,6,26,9,28,3,
00:02:00,387,26,9,26,9,31,9,26,1,26,1,25,4,26,0,26,3,25,7,26,1,25,8,25,6,28,3,27,1,28,3,
00:02:00,400,26,8,26,8,31,9,26,0,26,1,25,7,25,9,26,3,25,6,26,1,25,9,25,6,28,4,26,9,28,3,
00:02:00,412,26,8,26,8,32,1,26,1,26,2,25,9,26,4,26,6,26,0,26,4,25,5,25,4,28,4,26,9,28,3,
00:02:00,425,26,7,26,7,31,7,26,1,25,9,25,9,25,8,26,4,25,8,26,1,25,6,25,5,28,4,26,9,28,1,
00:02:00,437,26,9,26,9,31,6,26,0,26,1,25,9,26,0,26,4,25,6,26,3,25,4,25,6,28,4,27,2,28,3,
00:02:00,450,26,7,26,7,31,9,26,0,26,3,25,9,26,3,26,1,25,9,26,1,25,7,25,6,28,2,26,9,28,2,
00:02:00,462,27,0,27,0,31,9,26,0,26,0,26,5,25,9,26,4,25,7,26,0,25,8,25,6,28,6,26,9,28,3,
00:02:00,475,27,0,27,0,31,9,26,0,26,0,26,0,26,4,26,5,26,1,26,4,25,6,25,3,28,6,27,1,28,2,
00:02:00,487,26,9,26,9,31,8,26,1,25,9,26,1,26,0,26,2,25,8,26,4,25,5,25,6,28,4,26,9,28,4,
00:02:00,500,26,9,26,9,31,9,26,0,26,3,26,1,26,1,25,9,25,9,26,4,25,1,25,4,28,7,26,9,28,1,
00:02:00,512,26,8,26,8,31,8,26,0,26,1,26,4,26,2,25,9,25,6,26,3,25,7,25,4,28,4,26,9,28,1,
00:02:00,525,26,8,26,8,31,7,26,0,25,9,25,7,26,3,26,1,26,2,26,6,25,6,25,7,28,3,27,0,28,2,
00:02:00,537,26,8,26,8,32,0,26,1,26,3,26,2,25,9,26,0,26,1,26,5,25,9,25,5,28,4,27,0,28,2,
00:02:00,550,27,0,27,0,31,9,26,0,25,9,26,1,26,2,26,5,25,6,26,6,25,9,25,7,28,3,27,0,28,3,
00:02:00,562,26,9,26,9,31,9,26,2,26,4,26,6,25,6,26,1,26,1,26,1,26,1,25,6,28,5,27,0,28,3,
00:02:00,575,26,9,26,9,31,8,26,1,26,1,25,8,25,9,26,0,26,4,26,5,25,7,25,6,28,3,27,1,28,3,
00:02:00,587,26,7,26,7,31,8,26,0,26,1,25,6,26,1,26,2,25,6,25,9,25,6,25,4,28,3,26,9,28,3,
00:02:00,600,26,7,26,7,31,6,26,0,25,7,26,1,26,1,25,9,25,9,26,1,25,7,25,6,28,3,27,0,28,3,
00:02:00,612,26,9,26,9,32,0,26,1,26,1,25,4,25,8,26,2,26,1,26,1,25,9,25,4,28,4,27,1,28,4,
00:02:00,625,26,8,26,8,31,6,26,0,26,2,25,7,26,2,26,0,26,1,26,4,25,6,25,6,28,6,27,1,28,2,
00:02:00,637,26,9,26,9,32,0,26,1,25,7,25,4,25,8,26,1,26,3,26,6,25,8,25,6,28,5,26,9,28,5,
00:02:00,650,27,1,27,1,32,0,26,0,26,1,26,6,25,9,26,5,25,9,27,0,25,8,25,6,28,4,27,0,28,1,
00:02:00,662,27,0,27,0,32,0,26,1,26,2,25,4,26,3,26,3,25,6,26,1,25,8,25,6,28,5,27,1,28,3,
00:02:00,675,26,9,26,9,31,7,26,1,25,8,25,8,26,6,26,1,25,8,26,1,25,6,25,4,28,3,26,9,28,3,
00:02:00,687,26,9,26,9,31,9,26,1,26,0,25,8,26,3,26,4,26,1,26,4,25,7,25,6,28,2,27,0,28,2,
00:02:00,700,27,0,27,0,31,9,26,0,25,9,26,1,26,1,26,2,25,8,26,5,25,6,25,6,28,3,26,9,28,3,
00:02:00,712,26,9,26,9,31,7,26,1,25,9,25,9,26,1,26,3,25,9,26,4,25,9,25,6,28,2,27,0,28,2,
00:02:00,725,26,9,26,9,31,9,26,1,25,7,25,9,26,2,26,3,25,7,26,6,25,9,25,7,28,5,27,1,28,3,
00:02:00,737,27,0,27,0,31,8,26,1,25,8,26,2,26,9,25,6,25,9,26,1,25,9,25,3,28,4,26,9,28,3,
00:02:00,750,26,9,26,9,31,6,26,0,25,9,25,9,25,9,26,4,25,6,26,6,25,6,25,2,28,4,26,9,28,2,
00:02:00,762,26,8,26,8,31,9,26,0,26,0,26,0,26,1,26,1,25,9,26,3,25,6,25,3,28,8,27,1,28,1,
00:02:00,775,27,0,27,0,31,9,26,1,26,3,25,7,25,9,26,1,26,3,26,7,25,9,25,5,28,3,27,0,28,2,
