2.291,4.167,0.500,1.269
2.291,4.167,5.000,0.000
1.991,4.186,0.500,1.269
1.991,4.186,5.000,0.000
1.692,4.205,0.500,1.269
1.692,4.205,5.000,0.000
1.392,4.224,0.500,1.269
1.392,4.224,5.000,0.000
1.092,4.243,0.500,1.269
1.092,4.243,5.000,0.000
0.793,4.262,0.500,1.269
0.793,4.262,5.000,0.000
0.493,4.281,0.500,1.269
0.493,4.281,5.000,0.000
0.193,4.300,0.500,1.269
0.193,4.300,5.000,0.000
-0.106,4.319,0.500,1.269
-0.106,4.319,5.000,0.000
-0.406,4.338,0.500,1.269
-0.406,4.338,5.000,0.000
-0.706,4.357,0.500,1.269
-0.706,4.357,5.000,0.000
-1.006,4.376,0.500,1.269
-1.006,4.376,5.000,0.000
-1.305,4.395,0.500,1.269
-1.305,4.395,5.000,0.000
-1.605,4.414,0.500,1.269
-1.605,4.414,5.000,0.000
-1.905,4.433,0.500,1.269
-1.905,4.433,5.000,0.000
2.288,3.861,0.500,1.269
2.288,3.861,5.000,0.000
1.988,3.880,0.500,1.269
1.988,3.880,5.000,0.000
1.688,3.899,0.500,1.269
1.688,3.899,5.000,0.000
1.388,3.918,0.500,1.269
1.388,3.918,5.000,0.000
1.089,3.937,0.500,1.269
1.089,3.937,5.000,0.000
0.789,3.956,0.500,1.269
0.789,3.956,5.000,0.000
0.489,3.975,0.500,1.269
0.489,3.975,5.000,0.000
0.190,3.994,0.500,1.269
0.190,3.994,5.000,0.000
-0.110,4.013,0.500,1.269
-0.110,4.013,5.000,0.000
-0.410,4.032,0.500,1.269
-0.410,4.032,5.000,0.000
-0.709,4.051,0.500,1.269
-0.709,4.051,5.000,0.000
-1.009,4.070,0.500,1.269
-1.009,4.070,5.000,0.000
-1.309,4.089,0.500,1.269
-1.309,4.089,5.000,0.000
-1.609,4.108,0.500,1.269
-1.609,4.108,5.000,0.000
-1.908,4.127,0.500,1.269
-1.908,4.127,5.000,0.000
2.284,3.555,0.500,1.269
2.284,3.555,5.000,0.000
1.984,3.574,0.500,1.269
1.984,3.574,5.000,0.000
1.685,3.593,0.500,1.269
1.685,3.593,5.000,0.000
1.385,3.612,0.500,1.269
1.385,3.612,5.000,0.000
1.085,3.631,0.500,1.269
1.085,3.631,5.000,0.000
0.785,3.650,0.500,1.269
0.785,3.650,5.000,0.000
0.486,3.669,0.500,1.269
0.486,3.669,5.000,0.000
0.186,3.688,0.500,1.269
0.186,3.688,5.000,0.000
-0.114,3.707,0.500,1.269
-0.114,3.707,5.000,0.000
-0.413,3.726,0.500,1.269
-0.413,3.726,5.000,0.000
-0.713,3.745,0.500,1.269
-0.713,3.745,5.000,0.000
-1.013,3.764,0.500,1.269
-1.013,3.764,5.000,0.000
-1.312,3.783,0.500,1.269
-1.312,3.783,5.000,0.000
-1.612,3.802,0.500,1.269
-1.612,3.802,5.000,0.000
-1.912,3.821,0.500,1.269
-1.912,3.821,5.000,0.000
2.280,3.248,0.500,1.269
2.280,3.248,5.000,0.000
1.981,3.267,0.500,1.269
1.981,3.267,5.000,0.000
1.681,3.286,0.500,1.269
1.681,3.286,5.000,0.000
1.381,3.306,0.500,1.269
1.381,3.306,5.000,0.000
1.082,3.325,0.500,1.269
1.082,3.325,5.000,0.000
0.782,3.344,0.500,1.269
0.782,3.344,5.000,0.000
0.482,3.363,0.500,1.269
0.482,3.363,5.000,0.000
0.183,3.382,0.500,1.269
0.183,3.382,5.000,0.000
-0.117,3.401,0.500,1.269
-0.117,3.401,5.000,0.000
-0.417,3.420,0.500,1.269
-0.417,3.420,5.000,0.000
-0.717,3.439,0.500,1.269
-0.717,3.439,5.000,0.000
-1.016,3.458,0.500,1.269
-1.016,3.458,5.000,0.000
-1.316,3.477,0.500,1.269
-1.316,3.477,5.000,0.000
-1.616,3.496,0.500,1.269
-1.616,3.496,5.000,0.000
-1.915,3.515,0.500,1.269
-1.915,3.515,5.000,0.000
2.277,2.942,0.500,1.269
2.277,2.942,5.000,0.000
1.977,2.961,0.500,1.269
1.977,2.961,5.000,0.000
1.677,2.980,0.500,1.269
1.677,2.980,5.000,0.000
1.378,2.999,0.500,1.269
1.378,2.999,5.000,0.000
1.078,3.018,0.500,1.269
1.078,3.018,5.000,0.000
0.778,3.037,0.500,1.269
0.778,3.037,5.000,0.000
0.479,3.056,0.500,1.269
0.479,3.056,5.000,0.000
0.179,3.076,0.500,1.269
0.179,3.076,5.000,0.000
-0.121,3.095,0.500,1.269
-0.121,3.095,5.000,0.000
-0.420,3.114,0.500,1.269
-0.420,3.114,5.000,0.000
-0.720,3.133,0.500,1.269
-0.720,3.133,5.000,0.000
-1.020,3.152,0.500,1.269
-1.020,3.152,5.000,0.000
-1.320,3.171,0.500,1.269
-1.320,3.171,5.000,0.000
-1.619,3.190,0.500,1.269
-1.619,3.190,5.000,0.000
-1.919,3.209,0.500,1.269
-1.919,3.209,5.000,0.000
2.273,2.636,0.500,1.269
2.273,2.636,5.000,0.000
1.974,2.655,0.500,1.269
1.974,2.655,5.000,0.000
1.674,2.674,0.500,1.269
1.674,2.674,5.000,0.000
1.374,2.693,0.500,1.269
1.374,2.693,5.000,0.000
1.075,2.712,0.500,1.269
1.075,2.712,5.000,0.000
0.775,2.731,0.500,1.269
0.775,2.731,5.000,0.000
0.475,2.750,0.500,1.269
0.475,2.750,5.000,0.000
0.175,2.769,0.500,1.269
0.175,2.769,5.000,0.000
-0.124,2.788,0.500,1.269
-0.124,2.788,5.000,0.000
-0.424,2.807,0.500,1.269
-0.424,2.807,5.000,0.000
-0.724,2.826,0.500,1.269
-0.724,2.826,5.000,0.000
-1.023,2.845,0.500,1.269
-1.023,2.845,5.000,0.000
-1.323,2.865,0.500,1.269
-1.323,2.865,5.000,0.000
-1.623,2.884,0.500,1.269
-1.623,2.884,5.000,0.000
-1.923,2.903,0.500,1.269
-1.923,2.903,5.000,0.000
2.270,2.330,0.500,1.269
2.270,2.330,5.000,0.000
1.970,2.349,0.500,1.269
1.970,2.349,5.000,0.000
1.670,2.368,0.500,1.269
1.670,2.368,5.000,0.000
1.371,2.387,0.500,1.269
1.371,2.387,5.000,0.000
1.071,2.406,0.500,1.269
1.071,2.406,5.000,0.000
0.771,2.425,0.500,1.269
0.771,2.425,5.000,0.000
0.472,2.444,0.500,1.269
0.472,2.444,5.000,0.000
0.172,2.463,0.500,1.269
0.172,2.463,5.000,0.000
-0.128,2.482,0.500,1.269
-0.128,2.482,5.000,0.000
-0.428,2.501,0.500,1.269
-0.428,2.501,5.000,0.000
-0.727,2.520,0.500,1.269
-0.727,2.520,5.000,0.000
-1.027,2.539,0.500,1.269
-1.027,2.539,5.000,0.000
-1.327,2.558,0.500,1.269
-1.327,2.558,5.000,0.000
-1.626,2.577,0.500,1.269
-1.626,2.577,5.000,0.000
-1.926,2.596,0.500,1.269
-1.926,2.596,5.000,0.000
2.266,2.024,0.500,1.269
2.266,2.024,5.000,0.000
1.966,2.043,0.500,1.269
1.966,2.043,5.000,0.000
1.667,2.062,0.500,1.269
1.667,2.062,5.000,0.000
1.367,2.081,0.500,1.269
1.367,2.081,5.000,0.000
1.067,2.100,0.500,1.269
1.067,2.100,5.000,0.000
0.768,2.119,0.500,1.269
0.768,2.119,5.000,0.000
0.468,2.138,0.500,1.269
0.468,2.138,5.000,0.000
0.168,2.157,0.500,1.269
0.168,2.157,5.000,0.000
-0.131,2.176,0.500,1.269
-0.131,2.176,5.000,0.000
-0.431,2.195,0.500,1.269
-0.431,2.195,5.000,0.000
-0.731,2.214,0.500,1.269
-0.731,2.214,5.000,0.000
-1.031,2.233,0.500,1.269
-1.031,2.233,5.000,0.000
-1.330,2.252,0.500,1.269
-1.330,2.252,5.000,0.000
-1.630,2.271,0.500,1.269
-1.630,2.271,5.000,0.000
-1.930,2.290,0.500,1.269
-1.930,2.290,5.000,0.000
2.263,1.718,0.500,1.269
2.263,1.718,5.000,0.000
1.963,1.737,0.500,1.269
