2.291,4.167,0.150,1.192
2.291,4.167,0.150,0.000
2.284,3.555,0.150,1.192
2.284,3.555,0.150,0.000
2.277,2.942,0.150,1.192
2.277,2.942,0.150,0.000
2.270,2.330,0.150,1.192
2.270,2.330,0.150,0.000
2.263,1.718,0.150,1.192
2.263,1.718,0.150,0.000
2.256,1.105,0.150,1.192
2.256,1.105,0.150,0.000
2.248,0.493,0.150,1.192
2.248,0.493,0.150,0.000
2.241,-0.119,0.150,1.192
2.241,-0.119,0.150,0.000
1.692,4.205,0.150,1.192
1.692,4.205,0.150,0.000
1.685,3.593,0.150,1.192
1.685,3.593,0.150,0.000
1.677,2.980,0.150,1.192
1.677,2.980,0.150,0.000
1.670,2.368,0.150,1.192
1.670,2.368,0.150,0.000
1.663,1.756,0.150,1.192
1.663,1.756,0.150,0.000
1.656,1.143,0.150,1.192
1.656,1.143,0.150,0.000
1.649,0.531,0.150,1.192
1.649,0.531,0.150,0.000
1.642,-0.081,0.150,1.192
1.642,-0.081,0.150,0.000
1.092,4.243,0.150,1.192
1.092,4.243,0.150,0.000
1.085,3.631,0.150,1.192
1.085,3.631,0.150,0.000
1.078,3.018,0.150,1.192
1.078,3.018,0.150,0.000
1.071,2.406,0.150,1.192
1.071,2.406,0.150,0.000
1.064,1.794,0.150,1.192
1.064,1.794,0.150,0.000
1.057,1.181,0.150,1.192
1.057,1.181,0.150,0.000
1.050,0.569,0.150,1.192
1.050,0.569,0.150,0.000
1.042,-0.043,0.150,1.192
1.042,-0.043,0.150,0.000
0.493,4.281,0.150,1.192
0.493,4.281,0.150,0.000
0.486,3.669,0.150,1.192
0.486,3.669,0.150,0.000
0.479,3.056,0.150,1.192
0.479,3.056,0.150,0.000
0.472,2.444,0.150,1.192
0.472,2.444,0.150,0.000
0.464,1.832,0.150,1.192
0.464,1.832,0.150,0.000
0.457,1.219,0.150,1.192
0.457,1.219,0.150,0.000
0.450,0.607,0.150,1.192
0.450,0.607,0.150,0.000
0.443,-0.005,0.150,1.192
0.443,-0.005,0.150,0.000
-0.106,4.319,0.150,1.192
-0.106,4.319,0.150,0.000
-0.114,3.707,0.150,1.192
-0.114,3.707,0.150,0.000
-0.121,3.095,0.150,1.192
-0.121,3.095,0.150,0.000
-0.128,2.482,0.150,1.192
-0.128,2.482,0.150,0.000
-0.135,1.870,0.150,1.192
-0.135,1.870,0.150,0.000
-0.142,1.258,0.150,1.192
-0.142,1.258,0.150,0.000
-0.149,0.645,0.150,1.192
-0.149,0.645,0.150,0.000
-0.156,0.033,0.150,1.192
-0.156,0.033,0.150,0.000
-0.706,4.357,0.150,1.192
-0.706,4.357,0.150,0.000
-0.713,3.745,0.150,1.192
-0.713,3.745,0.150,0.000
-0.720,3.133,0.150,1.192
-0.720,3.133,0.150,0.000
-0.727,2.520,0.150,1.192
-0.727,2.520,0.150,0.000
-0.734,1.908,0.150,1.192
-0.734,1.908,0.150,0.000
-0.742,1.296,0.150,1.192
-0.742,1.296,0.150,0.000
-0.749,0.683,0.150,1.192
-0.749,0.683,0.150,0.000
-0.756,0.071,0.150,1.192
-0.756,0.071,0.150,0.000
-1.305,4.395,0.150,1.192
-1.305,4.395,0.150,0.000
-1.312,3.783,0.150,1.192
-1.312,3.783,0.150,0.000
-1.320,3.171,0.150,1.192
-1.320,3.171,0.150,0.000
-1.327,2.558,0.150,1.192
-1.327,2.558,0.150,0.000
-1.334,1.946,0.150,1.192
-1.334,1.946,0.150,0.000
-1.341,1.334,0.150,1.192
-1.341,1.334,0.150,0.000
-1.348,0.721,0.150,1.192
-1.348,0.721,0.150,0.000
-1.355,0.109,0.150,1.192
-1.355,0.109,0.150,0.000
-1.905,4.433,0.150,1.192
-1.905,4.433,0.150,0.000
-1.912,3.821,0.150,1.192
-1.912,3.821,0.150,0.000
-1.919,3.209,0.150,1.192
-1.919,3.209,0.150,0.000
-1.926,2.596,0.150,1.192
-1.926,2.596,0.150,0.000
-1.933,1.984,0.150,1.192
-1.933,1.984,0.150,0.000
-1.940,1.372,0.150,1.192
-1.940,1.372,0.150,0.000
-1.947,0.759,0.150,1.192
-1.947,0.759,0.150,0.000
-1.955,0.147,0.150,1.192
-1.955,0.147,0.150,0.000
