[Connect DataFile][1.1]
Date:,19/09/2024
Time:,18:01:15,975
Unit:,°C
Resolution:,0,05
Values:,44
Time,Hot Spot,ROI,Thermal_Corona,Painted Region,start:-5.9375;stop:5.9375;num:20| profile 10,start:-5.9375;stop:5.9375;num:20| profile 11,start:-5.9375;stop:5.9375;num:20| profile 12,start:-5.9375;stop:5.9375;num:20| profile 13,start:-5.9375;stop:5.9375;num:20| profile 14,start:-5.9375;stop:5.9375;num:20| profile 15,start:-5.9375;stop:5.9375;num:20| profile 16,start:-5.9375;stop:5.9375;num:20| profile 17,start:-5.9375;stop:5.9375;num:20| profile 18,start:-5.9375;stop:5.9375;num:20| profile 19,start:-5.9375;stop:5.9375;num:20| profile 110,start:-5.9375;stop:5.9375;num:20| profile 111,start:-5.9375;stop:5.9375;num:20| profile 112,start:-5.9375;stop:5.9375;num:20| profile 113,start:-5.9375;stop:5.9375;num:20| profile 114,start:-5.9375;stop:5.9375;num:20| profile 115,start:-5.9375;stop:5.9375;num:20| profile 116,start:-5.9375;stop:5.9375;num:20| profile 117,start:-5.9375;stop:5.9375;num:20| profile 118,start:-5.9375;stop:5.9375;num:20| profile 119,start:-1.484375;stop:1.484375;num:19| profile 20,start:-1.484375;stop:1.484375;num:19| profile 21,start:-1.484375;stop:1.484375;num:19| profile 22,start:-1.484375;stop:1.484375;num:19| profile 23,start:-1.484375;stop:1.484375;num:19| profile 24,start:-1.484375;stop:1.484375;num:19| profile 25,start:-1.484375;stop:1.484375;num:19| profile 26,start:-1.484375;stop:1.484375;num:19| profile 27,start:-1.484375;stop:1.484375;num:19| profile 28,start:-1.484375;stop:1.484375;num:19| profile 29,start:-1.484375;stop:1.484375;num:19| profile 210,start:-1.484375;stop:1.484375;num:19| profile 211,start:-1.484375;stop:1.484375;num:19| profile 212,start:-1.484375;stop:1.484375;num:19| profile 213,start:-1.484375;stop:1.484375;num:19| profile 214,start:-1.484375;stop:1.484375;num:19| profile 215,start:-1.484375;stop:1.484375;num:19| profile 216,start:-1.484375;stop:1.484375;num:19| profile 217,start:-1.484375;stop:1.484375;num:19| profile 218,Chip Edge Temperature,
00:00:00,000,26,66,26,91,27,00,26,91,26,22,26,41,26,22,26,36,26,44,26,39,26,50,26,25,26,33,26,28,26,28,26,36,26,25,26,64,26,47,26,28,26,44,26,39,26,61,26,58,26,44,26,28,26,39,26,25,26,30,26,36,26,22,26,25,26,53,26,44,26,44,26,47,26,05,26,22,26,14,26,05,26,28,26,30,26,41,26,69,
00:00:00,050,26,58,26,77,26,83,26,80,26,33,26,47,26,33,26,33,26,22,26,30,26,30,26,22,26,33,26,36,26,36,26,30,26,30,26,39,26,33,26,33,26,33,26,44,26,41,26,53,26,30,26,28,26,28,26,36,26,33,26,36,26,33,26,25,26,39,26,33,26,36,26,36,26,25,26,33,26,28,26,30,26,33,26,33,26,41,26,55,
00:00:00,100,26,58,26,77,26,91,26,83,26,30,26,41,26,36,26,39,26,30,26,25,26,36,26,17,26,17,26,36,26,28,26,39,26,22,26,47,26,39,26,39,26,44,26,44,26,53,26,50,26,30,26,33,26,25,26,41,26,33,26,30,26,28,26,28,26,14,26,33,26,36,26,39,26,28,26,28,26,39,26,28,26,36,26,28,26,25,26,58,
00:00:00,150,26,58,26,72,26,83,26,77,26,17,26,33,26,30,26,19,26,19,26,30,26,28,26,17,26,25,26,30,26,30,26,25,26,19,26,36,26,36,26,41,26,44,26,36,26,39,26,55,26,17,26,28,26,25,26,41,26,17,26,41,26,33,26,25,26,33,26,28,26,36,26,28,26,22,26,41,26,39,26,22,26,28,26,25,26,30,26,50,
00:00:00,200,26,53,26,75,26,77,26,77,26,19,26,41,26,33,26,30,26,25,26,25,26,39,26,19,26,30,26,33,26,39,26,36,26,14,26,36,26,36,26,28,26,44,26,39,26,44,26,47,26,30,26,28,26,19,26,36,26,22,26,28,26,30,26,19,26,25,26,33,26,22,26,30,26,14,26,25,26,28,26,30,26,30,26,30,26,30,26,55,
00:00:00,250,26,53,26,77,26,83,26,83,26,36,26,33,26,36,26,33,26,17,26,33,26,30,26,19,26,19,26,30,26,30,26,28,26,25,26,44,26,28,26,30,26,47,26,41,26,41,26,50,26,30,26,25,26,17,26,30,26,19,26,28,26,33,26,25,26,11,26,19,26,30,26,39,26,25,26,28,26,19,26,22,26,33,26,33,26,28,26,50,
00:00:00,300,26,58,26,77,26,89,26,80,26,19,26,44,26,33,26,36,26,28,26,19,26,33,26,11,26,25,26,39,26,25,26,30,26,28,26,33,26,33,26,22,26,41,26,30,26,39,26,50,26,28,26,33,26,22,26,30,26,22,26,39,26,30,26,28,26,25,26,30,26,33,26,30,26,19,26,28,26,25,26,25,26,19,26,28,26,28,26,53,
00:00:00,350,26,61,26,69,26,77,26,77,26,33,26,33,26,30,26,28,26,25,26,25,26,41,26,08,26,25,26,28,26,22,26,22,26,25,26,36,26,36,26,22,26,36,26,36,26,41,26,44,26,30,26,22,26,19,26,22,26,25,26,25,26,33,26,19,26,14,26,19,26,30,26,17,26,14,26,28,26,28,26,19,26,25,26,28,26,28,26,47,
00:00:00,400,26,55,26,75,26,89,26,75,26,25,26,28,26,36,26,25,26,22,26,28,26,28,26,14,26,19,26,30,26,30,26,22,26,28,26,30,26,33,26,19,26,39,26,36,26,33,26,47,26,19,26,19,26,22,26,33,26,14,26,28,26,22,26,25,26,25,26,17,26,19,26,25,26,25,26,33,26,30,26,33,26,25,26,33,26,30,26,50,
00:00:00,450,26,53,26,75,26,83,26,80,26,30,26,44,26,30,26,39,26,22,26,25,26,25,26,19,26,19,26,39,26,28,26,25,26,30,26,44,26,25,26,28,26,33,26,39,26,53,26,55,26,28,26,22,26,25,26,41,26,25,26,30,26,25,26,28,26,19,26,19,26,50,26,28,26,17,26,33,26,22,26,28,26,28,26,22,26,22,26,50,
00:00:00,500,26,53,26,72,26,77,26,75,26,28,26,39,26,36,26,22,26,19,26,22,26,28,26,11,26,14,26,30,26,28,26,19,26,19,26,41,26,28,26,28,26,36,26,33,26,39,26,44,26,44,26,28,26,17,26,28,26,17,26,25,26,11,26,30,26,19,26,19,26,19,26,25,26,22,26,22,26,28,26,22,26,17,26,25,26,25,26,47,
00:00:00,550,26,50,26,69,26,80,26,77,26,22,26,36,26,36,26,22,26,22,26,17,26,25,26,19,26,19,26,28,26,11,26,25,26,22,26,39,26,28,26,28,26,47,26,33,26,39,26,41,26,22,26,22,26,19,26,36,26,25,26,30,26,25,26,22,26,17,26,28,26,28,26,25,26,25,26,28,26,17,26,25,26,22,26,39,26,28,26,53,
00:00:00,600,26,53,26,75,26,83,26,72,26,19,26,41,26,36,26,19,26,08,26,22,26,39,26,19,26,25,26,36,26,25,26,22,26,28,26,41,26,33,26,33,26,36,26,47,26,41,26,41,26,19,26,33,26,14,26,36,26,17,26,39,26,25,26,25,26,22,26,25,26,28,26,39,26,22,26,30,26,30,26,22,26,25,26,28,26,28,26,53,
00:00:00,650,26,58,26,75,26,77,26,75,26,22,26,39,26,30,26,41,26,22,26,22,26,36,26,11,26,17,26,28,26,22,26,25,26,30,26,41,26,39,26,39,26,36,26,28,26,44,26,47,26,30,26,25,26,22,26,25,26,19,26,22,26,28,26,22,26,19,26,25,26,30,26,36,26,19,26,41,26,30,26,25,26,22,26,28,26,28,26,55,
00:00:00,700,26,55,26,75,26,80,26,83,26,25,26,36,26,25,26,30,26,17,26,28,26,33,26,19,26,11,26,39,26,22,26,22,26,19,26,36,26,28,26,30,26,30,26,39,26,39,26,50,26,30,26,28,26,17,26,39,26,22,26,25,26,28,26,17,26,19,26,22,26,39,26,25,26,22,26,25,26,25,26,22,26,22,26,30,26,17,26,53,
00:00:00,750,26,58,26,72,26,80,26,72,26,14,26,30,26,28,26,30,26,28,26,14,26,36,26,17,26,22,26,25,26,19,26,17,26,17,26,36,26,33,26,30,26,41,26,36,26,39,26,47,26,25,26,30,26,19,26,41,26,28,26,25,26,25,26,25,26,19,26,25,26,30,26,36,26,19,26,25,26,22,26,28,26,22,26,28,26,39,26,50,
00:00:00,800,26,61,26,72,26,80,26,80,26,22,26,33,26,33,26,33,26,17,26,25,26,30,26,25,26,14,26,33,26,25,26,25,26,19,26,39,26,33,26,22,26,39,26,47,26,47,26,53,26,30,26,28,26,25,26,33,26,25,26,28,26,25,26,25,26,19,26,25,26,30,26,39,26,22,26,25,26,22,26,08,26,28,26,36,26,30,26,53,
